,nro_inscripcion,sexo,nacionalidad,edad,regular,cnt_readmisiones,calidad,estado_civil,sit_lab_alumno,tipo_res_nuevo,sit_lab_padres,estudios_padres,inactividad
1880,FCEQN-6963,2,1.0,27,S,1.0,A,1.0,NC,-1.0,-1,7.0,0
1881,FCEQN-6964,2,1.0,28,N,1.0,P,1.0,NC,-1.0,4,5.0,0
1882,FCEQN-6965,2,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
1883,FCEQN-6966,2,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,3.0,3
1884,FCEQN-6967,2,1.0,25,N,1.0,A,1.0,NC,-1.0,4,5.0,0
1885,FCEQN-6968,2,1.0,26,N,1.0,A,1.0,NC,-1.0,-1,-1.0,1
1886,FCEQN-6970,1,1.0,25,N,1.0,A,1.0,NC,-1.0,-1,-1.0,2
1887,FCEQN-6971,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,3.0,1
1888,FCEQN-6972,1,1.0,24,S,1.0,P,1.0,NC,-1.0,4,5.0,1
1889,FCEQN-6973,1,1.0,25,S,1.0,A,1.0,NC,-1.0,4,5.0,3
1890,FCEQN-6974,1,1.0,64,S,2.0,A,6.0,NC,1.0,4,1.0,3
1891,FCEQN-6975,1,1.0,24,S,2.0,A,1.0,NC,-1.0,1,4.0,2
1892,FCEQN-6978,1,1.0,24,S,0.0,A,1.0,NC,2.0,4,4.0,1
1893,FCEQN-6979,1,1.0,25,N,1.0,P,1.0,NC,1.0,1,5.0,3
1894,FCEQN-4365,2,1.0,30,S,2.0,A,1.0,No,2.0,4,5.0,8
1895,FCEQN-4446,2,1.0,30,S,0.0,A,1.0,Si,1.0,5,5.0,2
1896,FCEQN-5626,1,1.0,26,N,1.0,A,1.0,NC,2.0,3,3.0,10
1897,FCEQN-6982,1,1.0,26,S,0.0,A,1.0,NC,1.0,4,3.0,3
1898,FCEQN-6983,1,1.0,27,S,0.0,A,1.0,NC,-1.0,-1,-1.0,3
1899,FCEQN-6984,2,1.0,25,N,1.0,A,1.0,NC,-1.0,-1,-1.0,4
1900,FCEQN-6986,2,1.0,24,N,1.0,P,1.0,NC,-1.0,4,5.0,4
1901,FCEQN-6988,1,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,1.0,4
1902,FCEQN-6989,1,1.0,25,N,2.0,P,1.0,NC,-1.0,-1,-1.0,3
1903,FCEQN-6990,1,1.0,26,N,1.0,A,1.0,NC,-1.0,-1,3.0,2
1904,FCEQN-6991,1,1.0,25,N,0.0,A,1.0,NC,-1.0,1,5.0,3
1905,FCEQN-6995,2,1.0,24,N,2.0,P,1.0,NC,-1.0,-1,4.0,4
1906,FCEQN-6996,2,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,3.0,1
1907,FCEQN-6998,2,1.0,25,N,0.0,P,1.0,NC,-1.0,-1,-1.0,1
1908,FCEQN-7000,2,1.0,25,N,0.0,A,1.0,NC,-1.0,4,7.0,2
1909,FCEQN-7001,1,1.0,29,S,1.0,A,1.0,NC,-1.0,-1,4.0,1
1910,FCEQN-7002,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,2
1911,FCEQN-7003,1,1.0,26,S,2.0,A,1.0,NC,-1.0,4,3.0,0
1912,FCEQN-7004,1,1.0,24,S,2.0,P,1.0,NC,-1.0,4,5.0,4
1913,FCEQN-7006,1,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,-1.0,5
1914,FCEQN-7007,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
1915,FCEQN-7009,1,2.0,29,S,2.0,P,1.0,NC,2.0,4,3.0,1
1916,FCEQN-7010,2,1.0,28,S,0.0,A,1.0,NC,2.0,1,5.0,3
1917,FCEQN-7012,2,1.0,37,S,0.0,A,1.0,NC,-1.0,4,5.0,2
1918,FCEQN-7013,1,1.0,27,S,0.0,A,1.0,NC,-1.0,4,5.0,1
1919,FCEQN-7015,2,1.0,24,S,2.0,A,1.0,NC,-1.0,-1,-1.0,1
1920,FCEQN-7016,2,1.0,24,N,1.0,P,1.0,NC,1.0,1,5.0,2
1921,FCEQN-7018,1,1.0,25,N,1.0,P,1.0,NC,-1.0,1,3.0,0
1922,FCEQN-7019,1,1.0,25,S,1.0,A,1.0,NC,1.0,4,7.0,1
1923,FCEQN-7020,1,1.0,25,N,1.0,A,1.0,NC,-1.0,-1,-1.0,13
1924,FCEQN-7021,1,1.0,24,S,1.0,A,1.0,NC,1.0,-1,-1.0,0
1925,FCEQN-7022,1,1.0,25,S,0.0,A,1.0,NC,1.0,4,4.0,4
1926,FCEQN-7023,1,1.0,25,S,2.0,A,1.0,NC,-1.0,4,3.0,3
1927,FCEQN-7025,1,1.0,25,N,1.0,A,1.0,NC,-1.0,4,3.0,1
1928,FCEQN-7026,2,1.0,25,S,1.0,A,1.0,NC,-1.0,1,5.0,1
1929,FCEQN-7027,1,1.0,26,S,1.0,A,1.0,NC,-1.0,4,5.0,4
1930,FCEQN-7030,1,1.0,27,N,2.0,P,1.0,NC,-1.0,-1,-1.0,1
1931,FCEQN-7031,2,1.0,24,N,0.0,A,1.0,NC,-1.0,4,5.0,1
1932,FCEQN-7033,2,1.0,26,S,2.0,P,1.0,NC,-1.0,4,5.0,3
1933,FCEQN-7034,2,1.0,25,N,2.0,P,1.0,NC,-1.0,4,5.0,1
1934,FCEQN-7035,2,2.0,25,N,0.0,A,1.0,NC,1.0,4,5.0,0
1935,FCEQN-7036,2,2.0,32,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
1936,FCEQN-7041,1,1.0,25,S,2.0,A,1.0,NC,-1.0,-1,-1.0,1
1937,FCEQN-7042,2,1.0,37,N,2.0,A,1.0,NC,-1.0,1,5.0,3
1938,FCEQN-7043,1,1.0,26,N,0.0,P,1.0,NC,-1.0,-1,-1.0,1
1939,FCEQN-7044,1,2.0,24,S,1.0,P,1.0,NC,2.0,1,7.0,3
1940,FCEQN-7045,2,1.0,31,N,2.0,P,1.0,NC,-1.0,-1,7.0,0
1941,FCEQN-7046,1,1.0,25,N,1.0,A,1.0,NC,-1.0,3,3.0,2
1942,FCEQN-7048,1,1.0,47,S,0.0,A,2.0,NC,-1.0,4,5.0,2
1943,FCEQN-7050,2,1.0,29,S,0.0,P,1.0,NC,-1.0,4,4.0,4
1944,FCEQN-7049,2,1.0,25,S,2.0,A,1.0,NC,-1.0,-1,-1.0,3
1945,FCEQN-7054,2,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,-1.0,2
1946,FCEQN-7055,2,1.0,24,N,1.0,A,1.0,NC,-1.0,4,5.0,1
1947,FCEQN-7056,1,1.0,28,S,0.0,A,1.0,NC,-1.0,-1,-1.0,1
1948,FCEQN-7057,2,1.0,28,N,1.0,P,1.0,NC,-1.0,-1,-1.0,3
1949,FCEQN-7058,2,1.0,25,S,1.0,A,1.0,NC,-1.0,3,5.0,1
1950,FCEQN-7059,2,1.0,25,N,0.0,P,1.0,NC,-1.0,-1,7.0,3
1951,FCEQN-7060,2,2.0,24,S,0.0,A,1.0,NC,1.0,4,5.0,3
1952,FCEQN-7061,2,2.0,25,N,1.0,P,1.0,NC,1.0,4,3.0,2
1953,FCEQN-7063,2,1.0,29,S,2.0,P,1.0,NC,-1.0,4,5.0,0
1954,FCEQN-7064,1,1.0,26,S,2.0,A,1.0,NC,-1.0,4,4.0,4
1955,FCEQN-7065,2,1.0,26,N,0.0,P,1.0,NC,-1.0,-1,-1.0,1
1956,FCEQN-7067,1,1.0,24,N,0.0,P,1.0,NC,-1.0,4,4.0,1
1957,FCEQN-7068,1,1.0,25,S,0.0,A,1.0,NC,-1.0,4,5.0,0
1958,FCEQN-7069,1,1.0,24,N,2.0,A,1.0,NC,-1.0,-1,-1.0,3
1959,FCEQN-7070,1,1.0,27,S,0.0,A,1.0,NC,-1.0,-1,-1.0,3
1960,FCEQN-7071,1,1.0,24,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
1961,FCEQN-7072,1,1.0,25,S,2.0,A,1.0,NC,-1.0,4,4.0,1
1962,FCEQN-7074,1,1.0,25,N,0.0,A,1.0,NC,-1.0,4,3.0,3
1963,FCEQN-7075,1,1.0,54,N,1.0,P,1.0,NC,-1.0,-1,-1.0,0
1965,FCEQN-7078,1,1.0,26,N,1.0,P,1.0,NC,1.0,-1,-1.0,2
1966,FCEQN-7079,1,1.0,26,N,0.0,P,1.0,NC,1.0,4,3.0,2
1967,FCEQN-7080,1,2.0,25,N,2.0,P,1.0,NC,1.0,4,3.0,3
1968,FCEQN-7082,1,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,2
1969,FCEQN-7083,1,1.0,25,N,1.0,A,1.0,NC,-1.0,-1,1.0,0
1970,FCEQN-7084,1,1.0,25,N,2.0,P,1.0,NC,-1.0,-1,-1.0,1
1971,FCEQN-7085,1,1.0,25,S,1.0,P,1.0,NC,-1.0,-1,1.0,2
1972,FCEQN-7086,2,1.0,31,S,2.0,A,1.0,NC,-1.0,4,5.0,2
1973,FCEQN-5876,1,1.0,28,N,1.0,A,1.0,NC,-1.0,-1,-1.0,6
1974,FCEQN-4990,1,1.0,27,S,1.0,A,1.0,No,4.0,1,3.0,3
1975,FCEQN-7087,2,1.0,27,N,1.0,A,1.0,NC,-1.0,4,5.0,2
1976,FCEQN-7088,1,1.0,24,S,0.0,A,1.0,NC,-1.0,-1,-1.0,3
1977,FCEQN-7090,1,1.0,25,N,1.0,P,1.0,NC,1.0,1,4.0,4
1978,FCEQN-7091,1,1.0,30,N,1.0,P,1.0,NC,-1.0,4,2.0,4
1979,FCEQN-7092,2,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,-1.0,4
1980,FCEQN-7093,1,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,-1.0,2
1981,FCEQN-7094,1,1.0,26,N,1.0,P,1.0,NC,-1.0,4,5.0,4
1982,FCEQN-7095,1,1.0,32,N,0.0,A,1.0,NC,-1.0,4,4.0,3
1983,FCEQN-7096,1,1.0,31,N,0.0,A,1.0,NC,-1.0,4,5.0,2
1984,FCEQN-7098,2,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
1985,FCEQN-7099,1,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,-1.0,1
1986,FCEQN-7100,2,2.0,25,S,0.0,A,1.0,NC,1.0,4,5.0,5
1987,FCEQN-7101,1,1.0,26,N,1.0,A,1.0,NC,-1.0,-1,-1.0,3
1988,FCEQN-7102,2,1.0,26,N,1.0,A,1.0,NC,-1.0,4,5.0,2
1989,FCEQN-7103,2,1.0,30,S,1.0,A,1.0,NC,-1.0,4,5.0,2
1990,FCEQN-7104,1,1.0,32,N,1.0,P,1.0,NC,-1.0,-1,-1.0,0
1991,FCEQN-7105,2,1.0,25,S,1.0,A,1.0,NC,2.0,1,5.0,0
1992,FCEQN-7106,1,1.0,24,N,0.0,A,1.0,NC,-1.0,4,3.0,2
1993,FCEQN-7108,1,1.0,27,N,2.0,A,1.0,NC,-1.0,4,2.0,15
1994,FCEQN-7109,2,1.0,30,N,1.0,P,1.0,NC,-1.0,4,4.0,4
1995,FCEQN-5480,1,1.0,26,S,1.0,P,1.0,NC,-1.0,1,5.0,2
1996,FCEQN-7111,1,1.0,27,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
1997,FCEQN-7116,1,1.0,24,S,2.0,A,1.0,NC,-1.0,-1,-1.0,1
1998,FCEQN-7118,1,2.0,28,S,1.0,P,1.0,NC,2.0,4,3.0,1
1999,FCEQN-7119,1,1.0,25,N,1.0,A,1.0,NC,2.0,1,3.0,1
2000,FCEQN-7122,1,1.0,24,N,1.0,A,1.0,NC,1.0,4,3.0,1
2001,FCEQN-7123,1,1.0,27,N,1.0,A,1.0,NC,-1.0,-1,-1.0,1
2002,FCEQN-7124,1,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,-1.0,4
2003,FCEQN-7125,1,1.0,25,S,2.0,A,1.0,NC,-1.0,4,7.0,3
2004,FCEQN-6601,1,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
2005,FCEQN-7128,1,1.0,25,S,0.0,A,1.0,NC,1.0,1,5.0,4
2006,FCEQN-7131,1,1.0,25,N,1.0,A,1.0,NC,-1.0,4,5.0,3
2007,FCEQN-7132,1,1.0,24,S,1.0,A,1.0,NC,1.0,4,3.0,3
2008,FCEQN-7134,1,1.0,30,N,1.0,A,1.0,NC,-1.0,4,5.0,4
2009,FCEQN-7135,2,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
2010,FCEQN-7136,1,1.0,24,S,1.0,P,1.0,NC,2.0,1,5.0,1
2011,FCEQN-7140,1,1.0,28,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
2012,FCEQN-7141,2,1.0,25,N,0.0,A,1.0,NC,-1.0,-1,-1.0,2
2013,FCEQN-7143,1,1.0,24,N,1.0,P,1.0,NC,-1.0,4,5.0,4
2014,FCEQN-7144,1,1.0,26,S,2.0,A,1.0,NC,-1.0,-1,-1.0,1
2015,FCEQN-7145,2,1.0,26,N,0.0,A,1.0,NC,-1.0,-1,-1.0,3
2016,FCEQN-7146,2,1.0,25,S,2.0,A,1.0,NC,-1.0,-1,-1.0,0
2017,FCEQN-7147,2,1.0,28,S,2.0,A,1.0,NC,-1.0,1,5.0,2
2018,FCEQN-7149,2,1.0,39,S,0.0,P,1.0,NC,-1.0,-1,-1.0,1
2019,FCEQN-7152,1,1.0,25,N,0.0,A,1.0,NC,-1.0,1,5.0,3
2020,FCEQN-7153,1,1.0,25,S,2.0,A,1.0,NC,-1.0,4,3.0,1
2021,FCEQN-7154,2,1.0,24,S,0.0,P,1.0,NC,-1.0,4,5.0,1
2022,FCEQN-7155,1,1.0,25,S,2.0,P,1.0,NC,-1.0,4,7.0,4
2023,FCEQN-7156,1,1.0,25,N,2.0,P,1.0,NC,-1.0,-1,-1.0,5
2024,FCEQN-7157,1,1.0,26,N,1.0,P,1.0,NC,-1.0,-1,-1.0,1
2025,FCEQN-6286,2,1.0,26,N,1.0,A,1.0,NC,-1.0,-1,-1.0,1
2026,FCEQN-7161,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
2027,FCEQN-7165,1,1.0,26,S,0.0,A,1.0,NC,-1.0,-1,-1.0,0
2028,FCEQN-7166,1,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
2029,FCEQN-7167,1,1.0,27,S,0.0,P,1.0,NC,1.0,1,5.0,16
2030,FCEQN-7168,1,1.0,25,S,0.0,A,1.0,NC,2.0,4,5.0,0
2031,FCEQN-7169,1,1.0,26,S,1.0,A,1.0,NC,-1.0,4,7.0,4
2032,FCEQN-7171,1,1.0,28,N,0.0,A,1.0,NC,1.0,1,5.0,0
2033,FCEQN-7176,1,1.0,24,N,1.0,P,1.0,NC,-1.0,4,7.0,1
2034,FCEQN-7178,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
2035,FCEQN-7179,1,1.0,25,S,0.0,A,1.0,NC,-1.0,4,5.0,3
2036,FCEQN-7180,1,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,-1.0,3
2037,FCEQN-7181,1,1.0,26,N,1.0,A,1.0,NC,-1.0,4,5.0,1
2038,FCEQN-7182,2,1.0,23,S,2.0,A,1.0,NC,-1.0,4,5.0,1
2039,FCEQN-7183,1,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,-1.0,2
2040,FCEQN-7184,1,1.0,41,S,0.0,A,1.0,NC,-1.0,-1,5.0,3
2041,FCEQN-7186,1,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
2042,FCEQN-7187,1,1.0,27,N,1.0,A,1.0,NC,-1.0,-1,-1.0,0
2043,FCEQN-7188,2,1.0,25,N,1.0,A,1.0,NC,-1.0,-1,-1.0,1
2044,FCEQN-7189,2,1.0,29,N,0.0,P,1.0,NC,-1.0,-1,5.0,3
2045,FCEQN-7190,1,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,5.0,4
2046,FCEQN-7192,1,1.0,26,S,1.0,P,1.0,NC,-1.0,-1,-1.0,3
2047,FCEQN-7193,2,1.0,27,N,1.0,A,1.0,NC,-1.0,-1,-1.0,1
2048,FCEQN-7194,1,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
2049,FCEQN-7195,2,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,-1.0,0
2050,FCEQN-7196,1,1.0,25,N,1.0,A,1.0,NC,1.0,-1,-1.0,1
2051,FCEQN-7197,1,1.0,26,N,0.0,A,1.0,NC,-1.0,3,3.0,1
2052,FCEQN-7198,2,1.0,25,S,1.0,P,1.0,NC,-1.0,4,5.0,1
2053,FCEQN-7199,1,1.0,25,N,1.0,A,1.0,NC,1.0,-1,-1.0,0
2054,FCEQN-7110,2,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,-1.0,4
2055,FCEQN-7200,1,1.0,32,N,2.0,P,1.0,NC,1.0,-1,-1.0,2
2056,FCEQN-7201,1,1.0,26,S,1.0,P,1.0,NC,1.0,4,5.0,0
2057,FCEQN-7120,1,1.0,25,N,1.0,P,1.0,NC,2.0,4,7.0,4
2058,FCEQN-7204,2,1.0,25,S,0.0,A,1.0,NC,-1.0,4,5.0,3
2059,FCEQN-7205,1,1.0,25,N,1.0,P,1.0,NC,1.0,4,3.0,1
2060,FCEQN-7207,1,2.0,26,N,1.0,P,1.0,NC,-1.0,-1,-1.0,0
2061,FCEQN-7209,1,1.0,24,N,1.0,A,1.0,NC,1.0,4,3.0,4
2062,FCEQN-7210,1,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,-1.0,4
2063,FCEQN-7211,2,1.0,25,S,2.0,A,1.0,NC,-1.0,1,3.0,3
2064,FCEQN-7212,1,1.0,29,S,0.0,A,1.0,NC,-1.0,-1,-1.0,4
2065,FCEQN-7214,2,1.0,24,S,2.0,A,1.0,NC,-1.0,-1,-1.0,1
2066,FCEQN-7216,2,1.0,49,N,1.0,P,3.0,NC,-1.0,4,5.0,3
2067,FCEQN-7219,1,1.0,32,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
2068,FCEQN-7220,1,1.0,26,S,0.0,A,1.0,NC,-1.0,-1,1.0,1
2069,FCEQN-7223,1,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
2070,FCEQN-7224,1,1.0,31,N,0.0,A,1.0,NC,-1.0,-1,-1.0,14
2071,FCEQN-604,2,1.0,34,N,1.0,P,1.0,NC,1.0,-1,-1.0,11
2072,FCEQN-7227,1,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,-1.0,4
2073,FCEQN-7228,1,1.0,28,S,2.0,A,1.0,NC,1.0,1,4.0,2
2074,FCEQN-5034,1,1.0,28,S,2.0,A,1.0,1,3.0,1,3.0,2
2075,FCEQN-5010,2,1.0,27,N,2.0,A,1.0,No,1.0,1,3.0,3
2076,FCEQN-7229,1,1.0,35,S,1.0,P,1.0,NC,1.0,-1,-1.0,1
2077,FCEQN-720,1,1.0,36,S,2.0,A,1.0,NC,4.0,4,5.0,4
2078,FCEQN-6280,1,1.0,25,N,0.0,A,1.0,NC,1.0,4,3.0,2
2079,FCEQN-6969,1,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,2
2080,FCEQN-7232,2,1.0,36,N,1.0,P,1.0,NC,2.0,3,5.0,6
2081,FCEQN-7233,1,1.0,24,N,0.0,P,1.0,NC,1.0,-1,-1.0,5
2083,FCEQN-7234,1,1.0,24,N,0.0,P,1.0,NC,1.0,4,5.0,2
2084,FCEQN-6568,2,1.0,24,N,1.0,P,1.0,NC,1.0,4,5.0,2
2085,FCEQN-5715,1,1.0,26,N,1.0,P,1.0,NC,-1.0,-1,-1.0,2
2086,FCEQN-7235,1,1.0,24,S,0.0,A,1.0,NC,1.0,4,2.0,0
2087,FCEQN-7236,2,1.0,25,S,1.0,A,1.0,NC,1.0,1,5.0,1
2088,FCEQN-6854,1,1.0,24,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
2089,FCEQN-5949,1,1.0,26,S,2.0,P,1.0,NC,-1.0,-1,1.0,1
2090,FCEQN-6956,2,1.0,24,N,1.0,P,1.0,NC,-1.0,4,4.0,1
2091,FCEQN-7028,1,1.0,24,N,2.0,P,1.0,NC,1.0,4,3.0,0
2092,FCEQN-6902,2,1.0,25,N,1.0,A,1.0,NC,-1.0,4,5.0,4
2093,FCEQN-7237,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,4.0,4
2094,FCEQN-7238,1,1.0,24,S,1.0,A,1.0,NC,2.0,4,5.0,2
2095,FCEQN-7239,2,1.0,27,S,1.0,P,1.0,NC,1.0,3,5.0,4
2096,FCEQN-7052,2,1.0,25,N,2.0,P,1.0,NC,2.0,4,3.0,4
2097,FCEQN-7240,1,1.0,24,N,0.0,A,1.0,NC,-1.0,-1,-1.0,4
2098,FCEQN-7241,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
2099,FCEQN-6507,2,1.0,24,S,1.0,A,1.0,NC,-1.0,4,5.0,2
2100,FCEQN-6683,1,1.0,25,S,0.0,A,1.0,NC,3.0,1,7.0,0
2101,FCEQN-6057,1,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,1.0,3
2102,FCEQN-7231,1,1.0,27,N,0.0,A,1.0,NC,2.0,2,5.0,14
2103,FCEQN-6631,1,1.0,25,N,1.0,A,1.0,NC,1.0,4,3.0,1
2104,FCEQN-6626,1,1.0,25,N,1.0,A,1.0,NC,-1.0,4,5.0,1
2105,FCEQN-6927,1,1.0,25,S,2.0,A,1.0,NC,3.0,4,4.0,16
2106,FCEQN-6875,1,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,-1.0,5
2107,FCEQN-6947,1,1.0,26,N,1.0,P,1.0,NC,1.0,4,5.0,0
2108,FCEQN-6393,1,3.0,27,N,0.0,A,1.0,NC,1.0,4,3.0,4
2109,FCEQN-6680,2,1.0,25,N,0.0,P,1.0,NC,-1.0,-1,-1.0,1
2110,FCEQN-7245,1,1.0,28,S,1.0,P,1.0,NC,1.0,1,5.0,1
2111,FCEQN-6719,1,1.0,24,N,0.0,P,1.0,NC,-1.0,-1,-1.0,3
2112,FCEQN-6746,2,1.0,25,N,2.0,A,1.0,NC,-1.0,1,3.0,3
2113,FCEQN-7029,2,1.0,25,S,2.0,A,1.0,NC,2.0,3,5.0,4
2114,FCEQN-6838,1,1.0,25,S,1.0,A,1.0,NC,-1.0,4,4.0,0
2115,FCEQN-6645,1,1.0,24,S,1.0,A,1.0,NC,2.0,4,5.0,0
2116,FCEQN-6981,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
2117,FCEQN-6765,1,1.0,24,S,2.0,A,1.0,NC,-1.0,4,1.0,5
2118,FCEQN-7247,1,1.0,25,S,1.0,P,1.0,NC,1.0,4,2.0,3
2119,FCEQN-6715,1,1.0,28,S,2.0,A,1.0,NC,1.0,4,5.0,1
2120,FCEQN-6909,2,1.0,27,N,2.0,A,1.0,NC,1.0,4,5.0,0
2121,FCEQN-7163,1,1.0,27,S,1.0,P,1.0,NC,1.0,1,5.0,4
2122,FCEQN-6573,2,1.0,25,N,2.0,A,1.0,NC,1.0,1,3.0,1
2123,FCEQN-2385,2,1.0,30,N,0.0,P,1.0,NC,4.0,-1,-1.0,6
2124,FCEQN-6498,1,1.0,24,S,0.0,A,1.0,NC,1.0,1,5.0,2
2125,FCEQN-6641,1,1.0,25,S,1.0,A,1.0,NC,-1.0,4,5.0,2
2126,FCEQN-7097,2,1.0,25,S,1.0,A,1.0,NC,-1.0,4,4.0,2
2127,FCEQN-6769,1,1.0,24,S,1.0,A,1.0,NC,-1.0,1,5.0,4
2128,FCEQN-7250,2,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,-1.0,1
2129,FCEQN-6591,1,1.0,25,N,2.0,A,1.0,NC,2.0,1,5.0,1
2130,FCEQN-6540,2,1.0,24,S,1.0,P,1.0,NC,-1.0,3,5.0,2
2131,FCEQN-7222,1,1.0,24,N,2.0,A,1.0,NC,-1.0,4,3.0,1
2132,FCEQN-6919,2,1.0,24,N,2.0,P,1.0,NC,1.0,4,3.0,0
2133,FCEQN-6887,1,1.0,24,S,2.0,P,1.0,NC,-1.0,-1,-1.0,3
2134,FCEQN-6006,2,1.0,26,N,1.0,A,1.0,NC,-1.0,-1,1.0,1
2135,FCEQN-6736,1,1.0,25,N,0.0,P,1.0,NC,-1.0,4,5.0,1
2136,FCEQN-6697,2,1.0,26,N,2.0,P,1.0,NC,-1.0,4,5.0,3
2137,FCEQN-6737,2,1.0,25,N,1.0,P,1.0,NC,1.0,1,5.0,5
2138,FCEQN-6749,2,1.0,24,S,2.0,A,1.0,NC,-1.0,4,5.0,3
2139,FCEQN-6744,2,1.0,25,N,0.0,P,1.0,NC,2.0,3,5.0,2
2140,FCEQN-6801,1,1.0,27,S,1.0,P,1.0,NC,-1.0,1,5.0,6
2141,FCEQN-7251,2,1.0,25,S,1.0,A,1.0,NC,1.0,4,5.0,2
2142,FCEQN-6724,2,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,1.0,1
2143,FCEQN-6618,2,1.0,25,N,1.0,A,1.0,NC,2.0,4,3.0,2
2144,FCEQN-7005,1,1.0,24,S,2.0,P,1.0,NC,-1.0,4,5.0,4
2145,FCEQN-6734,2,1.0,24,S,2.0,P,1.0,NC,-1.0,1,5.0,1
2146,FCEQN-6567,2,1.0,27,S,1.0,A,1.0,NC,1.0,1,5.0,3
2147,FCEQN-6784,2,1.0,25,N,1.0,P,1.0,NC,1.0,4,4.0,2
2148,FCEQN-5972,1,1.0,25,N,0.0,A,1.0,NC,-1.0,-1,1.0,1
2149,FCEQN-6849,1,1.0,25,N,1.0,P,1.0,NC,-1.0,4,5.0,2
2150,FCEQN-6932,2,1.0,25,S,2.0,A,1.0,NC,2.0,4,5.0,1
2151,FCEQN-6876,1,1.0,28,S,1.0,P,1.0,NC,-1.0,-1,-1.0,4
2152,FCEQN-6554,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,5.0,0
2153,FCEQN-6449,1,1.0,25,N,1.0,A,1.0,NC,2.0,4,1.0,0
2154,FCEQN-6173,2,2.0,28,S,0.0,A,1.0,NC,1.0,-1,1.0,5
2155,FCEQN-7256,1,1.0,24,N,0.0,P,1.0,NC,-1.0,-1,-1.0,3
2156,FCEQN-7113,1,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,-1.0,1
2157,FCEQN-6682,1,1.0,26,S,1.0,A,1.0,NC,1.0,1,5.0,1
2158,FCEQN-7174,1,1.0,24,N,2.0,A,1.0,NC,2.0,4,7.0,2
2159,FCEQN-6958,2,1.0,24,N,0.0,A,1.0,NC,1.0,1,7.0,0
2160,FCEQN-6717,1,1.0,30,N,1.0,A,1.0,NC,-1.0,4,3.0,5
2161,FCEQN-6879,1,1.0,25,N,0.0,A,1.0,NC,2.0,4,4.0,3
2162,FCEQN-7259,1,1.0,24,N,1.0,P,1.0,NC,2.0,1,5.0,5
2163,FCEQN-6814,1,1.0,25,S,0.0,A,1.0,NC,-1.0,4,7.0,1
2164,FCEQN-7081,2,1.0,25,N,0.0,A,1.0,NC,1.0,4,5.0,1
2165,FCEQN-7008,1,2.0,25,N,2.0,P,1.0,NC,2.0,4,3.0,3
2166,FCEQN-7129,1,1.0,25,N,2.0,P,1.0,NC,1.0,4,5.0,2
2167,FCEQN-6594,1,1.0,25,S,0.0,A,1.0,NC,3.0,4,5.0,2
2168,FCEQN-6725,2,1.0,25,N,0.0,A,1.0,NC,3.0,1,2.0,0
