,nro_inscripcion,sexo,nacionalidad,edad,regular,cnt_readmisiones,calidad,estado_civil,sit_lab_alumno,tipo_res_nuevo,sit_lab_padres,estudios_padres,inactividad
3279,FCEQN-5593,1,1.0,31,S,2.0,P,1.0,NC,-1.0,1,7.0,5
3280,FCEQN-8497,2,1.0,23,S,1.0,P,1.0,NC,1.0,-1,7.0,3
3281,FCEQN-8498,2,1.0,33,N,0.0,P,1.0,NC,-1.0,-1,-1.0,6
3282,FCEQN-8499,2,1.0,25,S,1.0,P,1.0,NC,-1.0,-1,7.0,8
3283,FCEQN-8500,1,1.0,22,S,1.0,A,3.0,NC,-1.0,3,7.0,0
3284,FCEQN-8503,1,1.0,33,N,2.0,A,1.0,NC,1.0,-1,7.0,0
3285,FCEQN-8504,2,1.0,22,N,1.0,P,1.0,NC,-1.0,-1,-1.0,3
3286,FCEQN-8507,1,1.0,26,N,1.0,A,1.0,NC,1.0,3,5.0,3
3287,FCEQN-8508,1,1.0,23,S,1.0,P,1.0,NC,-1.0,1,5.0,3
3288,FCEQN-6570,1,1.0,24,N,0.0,A,1.0,NC,-1.0,4,3.0,2
3289,FCEQN-8509,2,1.0,22,N,0.0,P,1.0,NC,-1.0,1,5.0,3
3290,FCEQN-8502,2,1.0,23,N,2.0,A,1.0,NC,-1.0,-1,7.0,3
3291,FCEQN-8510,2,1.0,23,N,2.0,P,1.0,NC,1.0,1,4.0,2
3292,FCEQN-7806,1,1.0,25,N,0.0,P,1.0,NC,-1.0,-1,1.0,2
3293,FCEQN-8505,1,1.0,22,N,1.0,P,1.0,NC,-1.0,-1,-1.0,2
3294,FCEQN-8506,2,1.0,25,S,2.0,A,1.0,NC,-1.0,-1,-1.0,0
3295,FCEQN-8515,1,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,7.0,4
3296,FCEQN-7419,2,1.0,42,N,1.0,P,1.0,NC,-1.0,-1,-1.0,1
3297,FCEQN-8517,2,1.0,23,S,0.0,P,1.0,NC,-1.0,-1,-1.0,0
3298,FCEQN-8518,2,1.0,23,S,0.0,P,1.0,NC,-1.0,-1,-1.0,7
3299,FCEQN-8519,2,1.0,23,N,0.0,A,1.0,NC,-1.0,-1,-1.0,3
3300,FCEQN-8520,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,3
3301,FCEQN-8521,1,1.0,23,S,1.0,P,1.0,NC,-1.0,-1,7.0,2
3302,FCEQN-8491,2,1.0,22,N,0.0,P,1.0,NC,2.0,3,3.0,1
3303,FCEQN-8494,2,1.0,23,S,1.0,A,1.0,NC,1.0,3,5.0,2
3304,FCEQN-8495,2,1.0,22,N,1.0,P,1.0,NC,1.0,-1,7.0,0
3305,FCEQN-8496,2,1.0,30,N,2.0,P,1.0,NC,1.0,-1,7.0,2
3306,FCEQN-8523,2,1.0,22,N,2.0,A,1.0,NC,1.0,1,5.0,1
3307,FCEQN-8524,2,1.0,23,N,0.0,A,1.0,NC,-1.0,-1,-1.0,0
3308,FCEQN-8526,1,1.0,22,S,0.0,A,1.0,NC,-1.0,-1,-1.0,17
3309,FCEQN-8529,1,1.0,22,N,2.0,A,1.0,NC,-1.0,-1,7.0,3
3310,FCEQN-8531,1,1.0,24,S,2.0,P,1.0,NC,1.0,4,7.0,2
3311,FCEQN-8532,2,1.0,22,S,1.0,P,1.0,NC,1.0,3,5.0,1
3312,FCEQN-8533,1,1.0,22,S,1.0,A,1.0,NC,-1.0,-1,-1.0,6
3313,FCEQN-8534,2,1.0,22,N,1.0,A,1.0,NC,-1.0,-1,-1.0,0
3314,FCEQN-8536,1,1.0,24,N,2.0,A,1.0,NC,-1.0,-1,7.0,4
3315,FCEQN-8537,2,1.0,27,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
3316,FCEQN-8538,1,1.0,22,S,0.0,A,1.0,NC,-1.0,-1,7.0,1
3317,FCEQN-8539,2,1.0,22,S,0.0,P,1.0,NC,1.0,1,5.0,0
3318,FCEQN-8540,1,2.0,22,S,1.0,A,1.0,NC,1.0,1,3.0,8
3319,FCEQN-8542,2,1.0,27,S,0.0,A,1.0,NC,-1.0,2,3.0,1
3320,FCEQN-8512,2,1.0,22,N,1.0,P,1.0,NC,1.0,3,7.0,2
3321,FCEQN-8513,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,7.0,0
3322,FCEQN-8514,1,1.0,29,N,1.0,P,1.0,NC,-1.0,-1,-1.0,4
3323,FCEQN-8543,1,1.0,23,N,1.0,P,1.0,NC,-1.0,1,5.0,0
3324,FCEQN-8544,2,1.0,22,N,1.0,A,1.0,NC,1.0,-1,7.0,1
3325,FCEQN-8522,1,1.0,22,S,2.0,A,1.0,NC,-1.0,-1,-1.0,0
3326,FCEQN-8545,2,1.0,23,N,0.0,P,1.0,NC,-1.0,-1,-1.0,1
3327,FCEQN-8546,2,1.0,22,N,0.0,A,1.0,NC,1.0,4,7.0,3
3328,FCEQN-8547,2,1.0,22,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
3329,FCEQN-8488,1,1.0,28,S,1.0,P,1.0,NC,-1.0,-1,-1.0,5
3330,FCEQN-8548,1,1.0,23,N,1.0,P,1.0,NC,-1.0,1,5.0,0
3331,FCEQN-8549,2,1.0,25,N,2.0,A,1.0,NC,-1.0,-1,7.0,3
3332,FCEQN-8550,2,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,7
3333,FCEQN-8552,2,1.0,23,N,1.0,A,1.0,NC,1.0,2,5.0,1
3334,FCEQN-8553,1,1.0,34,S,1.0,A,1.0,NC,-1.0,-1,-1.0,3
3335,FCEQN-8555,1,1.0,26,N,1.0,A,1.0,NC,3.0,1,5.0,4
3336,FCEQN-8556,2,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
3337,FCEQN-8557,1,1.0,22,S,1.0,P,1.0,NC,2.0,3,4.0,2
3338,FCEQN-8559,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,7.0,8
3339,FCEQN-8561,1,1.0,23,N,1.0,A,1.0,NC,-1.0,-1,-1.0,4
3340,FCEQN-8568,1,1.0,23,N,2.0,A,1.0,NC,-1.0,-1,7.0,9
3341,FCEQN-8573,2,1.0,22,N,2.0,P,1.0,NC,-1.0,-1,-1.0,0
3342,FCEQN-8574,2,1.0,22,S,2.0,P,1.0,NC,-1.0,1,3.0,2
3343,FCEQN-8578,2,1.0,23,N,1.0,A,1.0,NC,1.0,4,5.0,3
3344,FCEQN-8583,2,1.0,22,S,2.0,A,1.0,NC,-1.0,3,5.0,4
3345,FCEQN-8584,1,1.0,22,N,1.0,P,1.0,NC,1.0,1,5.0,5
3346,FCEQN-8585,1,1.0,24,N,1.0,A,1.0,NC,-1.0,3,5.0,2
3347,FCEQN-8586,2,1.0,22,S,1.0,A,1.0,NC,-1.0,4,7.0,1
3348,FCEQN-8587,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,7.0,3
3349,FCEQN-8589,1,1.0,28,S,1.0,A,1.0,NC,1.0,-1,7.0,1
3350,FCEQN-8591,1,1.0,25,N,2.0,P,1.0,NC,-1.0,-1,-1.0,4
3351,FCEQN-8592,1,1.0,23,N,0.0,P,1.0,NC,-1.0,2,3.0,3
3352,FCEQN-8594,2,1.0,28,N,0.0,P,1.0,NC,1.0,2,2.0,2
3353,FCEQN-8596,1,1.0,24,S,1.0,P,1.0,NC,-1.0,-1,7.0,1
3354,FCEQN-6832,1,1.0,24,S,0.0,P,1.0,NC,1.0,1,5.0,4
3355,FCEQN-8599,1,1.0,47,S,1.0,A,1.0,NC,-1.0,-1,7.0,4
3356,FCEQN-8600,2,1.0,22,S,0.0,A,1.0,NC,-1.0,1,3.0,2
3357,FCEQN-8601,2,1.0,23,N,1.0,P,1.0,NC,-1.0,-1,-1.0,1
3358,FCEQN-8603,1,1.0,23,N,1.0,P,1.0,NC,-1.0,-1,7.0,1
3359,FCEQN-8607,1,1.0,23,N,1.0,P,1.0,NC,-1.0,1,5.0,1
3360,FCEQN-8610,1,1.0,28,S,2.0,A,1.0,NC,-1.0,-1,7.0,0
3361,FCEQN-8612,2,1.0,22,S,1.0,P,1.0,NC,2.0,1,6.0,4
3362,FCEQN-8614,2,1.0,30,S,2.0,A,1.0,NC,1.0,1,3.0,13
3363,FCEQN-8615,1,1.0,23,N,1.0,A,1.0,NC,1.0,3,7.0,2
3364,FCEQN-8616,2,1.0,24,S,1.0,P,1.0,NC,-1.0,-1,-1.0,0
3365,FCEQN-8617,1,1.0,25,N,1.0,A,1.0,NC,-1.0,-1,7.0,4
3366,FCEQN-8620,1,1.0,24,N,0.0,A,1.0,NC,-1.0,-1,-1.0,0
3367,FCEQN-8621,1,1.0,24,N,0.0,A,1.0,NC,-1.0,-1,-1.0,2
3368,FCEQN-8623,1,1.0,33,S,0.0,A,1.0,NC,-1.0,1,5.0,3
3369,FCEQN-8624,2,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,-1.0,3
3370,FCEQN-8625,2,1.0,23,N,1.0,A,1.0,NC,1.0,3,5.0,0
3371,FCEQN-7369,2,1.0,23,S,0.0,A,1.0,NC,-1.0,-1,1.0,0
3372,FCEQN-8626,2,1.0,23,N,2.0,A,1.0,NC,-1.0,1,7.0,0
3373,FCEQN-8622,2,1.0,22,N,0.0,P,1.0,NC,-1.0,-1,7.0,9
3374,FCEQN-8618,1,1.0,39,N,0.0,A,1.0,NC,-1.0,-1,-1.0,2
3375,FCEQN-8629,1,1.0,23,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
3376,FCEQN-8631,1,1.0,25,N,2.0,A,1.0,NC,1.0,1,5.0,3
3377,FCEQN-8632,2,1.0,22,N,1.0,P,1.0,NC,-1.0,4,7.0,8
3378,FCEQN-8633,1,1.0,22,S,1.0,A,1.0,NC,1.0,1,5.0,0
3379,FCEQN-8634,2,1.0,23,S,1.0,A,1.0,NC,-1.0,1,5.0,3
3380,FCEQN-7089,1,1.0,25,N,0.0,P,1.0,NC,-1.0,-1,-1.0,3
3381,FCEQN-8636,1,2.0,23,S,2.0,P,1.0,NC,2.0,3,5.0,6
3382,FCEQN-8638,2,1.0,22,S,2.0,A,1.0,NC,-1.0,1,5.0,7
3383,FCEQN-8606,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
3384,FCEQN-8605,2,1.0,23,N,0.0,P,1.0,NC,-1.0,1,5.0,2
3385,FCEQN-8604,2,1.0,22,S,1.0,A,1.0,NC,-1.0,4,2.0,0
3386,FCEQN-8639,2,1.0,23,S,0.0,A,1.0,NC,2.0,1,5.0,2
3387,FCEQN-8641,2,1.0,22,N,0.0,A,1.0,NC,1.0,-1,7.0,4
3388,FCEQN-8643,1,1.0,25,S,1.0,P,1.0,NC,1.0,-1,7.0,0
3389,FCEQN-8642,2,1.0,25,N,1.0,A,1.0,NC,-1.0,1,2.0,2
3390,FCEQN-8645,2,1.0,22,N,1.0,A,1.0,NC,-1.0,-1,7.0,0
3391,FCEQN-8640,2,1.0,23,S,1.0,A,1.0,NC,-1.0,3,4.0,1
3392,FCEQN-8647,1,2.0,24,N,1.0,A,1.0,NC,1.0,1,5.0,9
3393,FCEQN-8649,2,1.0,23,N,1.0,A,1.0,NC,1.0,3,7.0,1
3394,FCEQN-8637,2,1.0,22,S,1.0,P,1.0,NC,-1.0,3,4.0,0
3395,FCEQN-8635,1,1.0,25,N,2.0,P,1.0,NC,-1.0,-1,-1.0,1
3396,FCEQN-8650,1,1.0,25,S,1.0,P,1.0,NC,-1.0,-1,7.0,1
3397,FCEQN-7922,1,1.0,25,N,2.0,P,1.0,NC,1.0,1,2.0,2
3398,FCEQN-8651,2,1.0,22,N,0.0,P,2.0,NC,-1.0,3,4.0,7
3399,FCEQN-8652,2,1.0,22,S,1.0,A,1.0,NC,-1.0,1,5.0,4
3400,FCEQN-8630,2,1.0,24,N,0.0,A,1.0,NC,1.0,-1,7.0,0
3401,FCEQN-8031,1,1.0,24,S,0.0,A,1.0,NC,1.0,3,5.0,2
3402,FCEQN-8653,1,1.0,22,S,1.0,A,1.0,NC,2.0,1,5.0,1
3403,FCEQN-8654,2,1.0,23,S,1.0,A,1.0,NC,1.0,3,5.0,1
3404,FCEQN-8655,1,1.0,27,N,0.0,P,1.0,NC,-1.0,-1,-1.0,2
3405,FCEQN-8656,2,1.0,22,S,0.0,A,1.0,NC,2.0,3,5.0,4
3406,FCEQN-8659,2,1.0,23,S,1.0,A,1.0,NC,1.0,1,5.0,3
3407,FCEQN-8660,1,1.0,23,S,2.0,A,1.0,NC,-1.0,1,5.0,0
3408,FCEQN-8665,2,1.0,38,S,0.0,A,1.0,NC,-1.0,-1,-1.0,1
3409,FCEQN-5772,2,1.0,32,S,1.0,A,1.0,NC,4.0,4,3.0,9
3410,FCEQN-8666,1,1.0,23,N,2.0,A,1.0,NC,1.0,3,4.0,0
3411,FCEQN-8667,2,1.0,25,S,1.0,P,1.0,NC,1.0,3,3.0,2
3412,FCEQN-8668,2,1.0,23,N,1.0,A,1.0,NC,-1.0,3,4.0,2
3413,FCEQN-8669,2,1.0,36,S,1.0,A,1.0,NC,1.0,1,5.0,9
3414,FCEQN-8671,2,1.0,24,S,2.0,A,1.0,NC,1.0,3,1.0,1
3415,FCEQN-8672,2,1.0,55,N,0.0,A,4.0,NC,1.0,-1,-1.0,29
3416,FCEQN-8673,2,1.0,24,N,1.0,P,1.0,NC,1.0,-1,-1.0,1
3417,FCEQN-8675,1,1.0,23,S,2.0,A,1.0,NC,1.0,1,5.0,9
3418,FCEQN-8677,2,1.0,22,S,1.0,A,1.0,NC,1.0,1,5.0,0
3419,FCEQN-8680,2,2.0,28,N,1.0,P,2.0,NC,2.0,-1,-1.0,3
3420,FCEQN-8682,2,1.0,23,S,0.0,A,1.0,NC,1.0,1,5.0,1
3421,FCEQN-8681,2,1.0,30,S,1.0,A,1.0,NC,1.0,1,3.0,4
3422,FCEQN-8679,2,1.0,23,N,0.0,P,1.0,NC,-1.0,3,5.0,2
3423,FCEQN-8678,2,1.0,24,N,2.0,A,1.0,NC,-1.0,1,5.0,0
3424,FCEQN-7473,1,1.0,42,S,0.0,A,1.0,NC,1.0,-1,1.0,20
3425,FCEQN-8676,2,1.0,23,N,2.0,A,1.0,NC,-1.0,1,6.0,18
3426,FCEQN-8664,2,1.0,22,N,2.0,P,1.0,NC,-1.0,-1,-1.0,1
3427,FCEQN-8566,1,1.0,28,N,1.0,A,1.0,NC,-1.0,-1,-1.0,3
3428,FCEQN-8565,1,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,7.0,1
3429,FCEQN-8564,1,1.0,22,S,2.0,P,1.0,NC,-1.0,-1,7.0,0
3430,FCEQN-8562,1,1.0,24,S,1.0,P,1.0,NC,1.0,3,5.0,3
3431,FCEQN-8560,2,1.0,22,S,1.0,A,1.0,NC,1.0,-1,7.0,4
3432,FCEQN-8663,2,1.0,35,N,2.0,P,1.0,NC,-1.0,-1,7.0,13
3433,FCEQN-8662,1,1.0,23,S,2.0,A,1.0,NC,-1.0,1,3.0,7
3434,FCEQN-8558,2,1.0,28,S,0.0,P,1.0,NC,-1.0,3,3.0,8
3435,FCEQN-8590,1,1.0,23,S,2.0,P,1.0,NC,-1.0,-1,7.0,3
3436,FCEQN-8683,1,1.0,23,N,0.0,A,1.0,NC,-1.0,3,4.0,16
3437,FCEQN-8588,2,1.0,24,S,1.0,A,2.0,NC,-1.0,1,3.0,2
3438,FCEQN-8685,2,1.0,22,S,1.0,A,1.0,NC,-1.0,-1,7.0,3
3439,FCEQN-8535,2,1.0,22,N,0.0,P,1.0,NC,-1.0,-1,-1.0,3
3440,FCEQN-8487,2,1.0,22,S,0.0,A,1.0,NC,1.0,-1,7.0,0
3441,FCEQN-8455,2,2.0,24,S,0.0,A,1.0,NC,1.0,-1,7.0,1
3442,FCEQN-8686,1,1.0,22,S,1.0,A,1.0,NC,1.0,3,5.0,3
3443,FCEQN-8661,2,1.0,22,S,1.0,A,1.0,NC,-1.0,1,5.0,5
3444,FCEQN-8572,2,1.0,23,N,2.0,P,1.0,NC,-1.0,-1,-1.0,9
3445,FCEQN-8454,1,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,-1.0,3
3446,FCEQN-8527,2,1.0,23,S,1.0,A,1.0,NC,1.0,-1,7.0,3
3447,FCEQN-8530,1,1.0,25,S,1.0,P,1.0,NC,-1.0,-1,7.0,2
3448,FCEQN-8687,1,1.0,22,S,0.0,A,1.0,NC,1.0,-1,-1.0,0
3449,FCEQN-8480,1,1.0,23,N,0.0,P,1.0,NC,-1.0,-1,7.0,1
3450,FCEQN-8479,2,1.0,22,N,1.0,A,1.0,NC,-1.0,-1,-1.0,2
3451,FCEQN-8478,1,1.0,23,S,1.0,P,1.0,NC,-1.0,-1,-1.0,0
3452,FCEQN-8477,2,1.0,23,S,1.0,P,1.0,NC,-1.0,4,3.0,2
3453,FCEQN-8476,2,1.0,24,N,0.0,P,1.0,NC,-1.0,-1,7.0,5
3454,FCEQN-8475,1,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
3455,FCEQN-8474,2,1.0,23,S,1.0,A,1.0,NC,2.0,4,5.0,0
3456,FCEQN-8473,2,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,7.0,0
3457,FCEQN-8525,2,1.0,30,S,0.0,A,1.0,NC,1.0,3,4.0,0
3458,FCEQN-8472,1,1.0,22,N,0.0,A,1.0,NC,-1.0,-1,-1.0,2
3459,FCEQN-8471,1,1.0,57,N,2.0,P,1.0,NC,-1.0,-1,7.0,1
3460,FCEQN-8469,2,1.0,23,S,0.0,A,1.0,NC,-1.0,-1,-1.0,1
3461,FCEQN-8468,2,1.0,22,S,1.0,A,1.0,NC,-1.0,-1,7.0,18
3462,FCEQN-8658,1,1.0,31,N,0.0,P,1.0,NC,-1.0,-1,-1.0,1
3463,FCEQN-8657,1,1.0,22,S,1.0,P,1.0,NC,-1.0,1,3.0,3
3464,FCEQN-8466,2,1.0,22,N,0.0,A,1.0,NC,1.0,3,4.0,4
3465,FCEQN-8462,1,1.0,25,S,1.0,P,1.0,NC,1.0,-1,7.0,2
3466,FCEQN-7661,2,2.0,31,N,0.0,A,1.0,NC,2.0,1,5.0,14
3467,FCEQN-8688,1,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,-1.0,5
3468,FCEQN-8689,2,1.0,22,S,0.0,A,1.0,NC,1.0,-1,7.0,2
3469,FCEQN-8447,2,1.0,23,S,1.0,A,1.0,NC,-1.0,3,3.0,0
3470,FCEQN-8598,2,1.0,28,N,1.0,A,1.0,NC,-1.0,-1,7.0,2
3471,FCEQN-8440,2,1.0,23,N,2.0,A,1.0,NC,-1.0,1,5.0,1
3472,FCEQN-8439,1,1.0,24,S,1.0,P,1.0,NC,-1.0,-1,-1.0,7
3473,FCEQN-8582,1,1.0,22,S,2.0,P,1.0,NC,1.0,1,5.0,0
3474,FCEQN-8580,1,1.0,22,S,2.0,A,1.0,NC,1.0,4,3.0,10
3476,FCEQN-8597,2,1.0,23,S,0.0,A,1.0,NC,2.0,-1,7.0,3
3477,FCEQN-8579,2,1.0,25,N,1.0,P,1.0,NC,1.0,-1,-1.0,0
3478,FCEQN-8577,2,1.0,22,N,0.0,P,1.0,NC,-1.0,-1,-1.0,3
3479,FCEQN-8576,2,1.0,32,S,1.0,A,1.0,NC,1.0,3,3.0,5
3480,FCEQN-8575,1,1.0,23,N,0.0,P,1.0,NC,-1.0,1,3.0,3
3481,FCEQN-8595,1,1.0,35,S,2.0,P,1.0,NC,2.0,2,5.0,1
3482,FCEQN-8690,2,1.0,22,N,1.0,P,1.0,NC,-1.0,1,3.0,4
3483,FCEQN-8437,2,1.0,22,S,1.0,A,1.0,NC,1.0,4,5.0,1
3484,FCEQN-8569,1,1.0,24,S,2.0,P,1.0,NC,-1.0,-1,7.0,1
3485,FCEQN-8593,2,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,7.0,13
3486,FCEQN-8435,2,1.0,22,N,1.0,P,1.0,NC,1.0,4,5.0,3
3487,FCEQN-8691,1,1.0,23,N,0.0,A,1.0,NC,-1.0,-1,7.0,8
3488,FCEQN-8628,2,1.0,23,S,2.0,P,1.0,NC,-1.0,-1,7.0,3
3489,FCEQN-8627,1,1.0,22,S,2.0,A,1.0,NC,-1.0,1,5.0,3
3490,FCEQN-8428,1,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
3491,FCEQN-8427,1,1.0,22,N,0.0,P,1.0,NC,1.0,1,7.0,0
3492,FCEQN-8426,2,1.0,22,S,1.0,A,1.0,NC,-1.0,3,3.0,2
3493,FCEQN-8425,2,1.0,22,N,2.0,P,1.0,NC,-1.0,3,3.0,0
3494,FCEQN-8421,1,1.0,23,N,0.0,P,1.0,NC,-1.0,-1,-1.0,3
3495,FCEQN-7690,2,1.0,26,S,0.0,A,1.0,NC,-1.0,-1,-1.0,4
3496,FCEQN-8419,1,1.0,25,S,1.0,A,1.0,NC,3.0,1,7.0,3
3497,FCEQN-8416,1,1.0,23,N,1.0,P,1.0,NC,-1.0,1,5.0,2
3498,FCEQN-7719,2,1.0,25,N,0.0,P,1.0,NC,-1.0,-1,-1.0,4
3499,FCEQN-8692,1,1.0,25,S,1.0,P,1.0,NC,2.0,3,4.0,1
3500,FCEQN-7735,2,1.0,24,S,2.0,P,1.0,NC,-1.0,-1,1.0,6
3501,FCEQN-8693,2,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,1.0,1
3502,FCEQN-8409,2,1.0,23,S,1.0,A,1.0,NC,-1.0,3,7.0,14
3503,FCEQN-8401,1,1.0,22,N,0.0,A,1.0,NC,-1.0,-1,7.0,0
3504,FCEQN-8413,1,1.0,22,S,1.0,A,1.0,NC,-1.0,-1,7.0,7
3505,FCEQN-8398,1,1.0,23,N,0.0,P,1.0,NC,2.0,4,5.0,0
3506,FCEQN-8397,2,1.0,23,N,0.0,A,1.0,NC,-1.0,-1,7.0,7
3507,FCEQN-8694,2,1.0,23,N,2.0,P,1.0,NC,1.0,3,4.0,4
3508,FCEQN-8236,2,1.0,24,S,0.0,P,1.0,NC,-1.0,-1,7.0,0
3509,FCEQN-8235,1,1.0,26,N,1.0,P,1.0,NC,1.0,1,5.0,2
3510,FCEQN-8234,2,1.0,24,N,2.0,P,1.0,NC,-1.0,3,3.0,7
3511,FCEQN-8695,2,1.0,23,S,1.0,A,1.0,NC,1.0,1,5.0,3
3512,FCEQN-8696,1,1.0,23,N,1.0,P,1.0,NC,-1.0,-1,-1.0,5
3513,FCEQN-8697,1,1.0,22,S,2.0,A,1.0,NC,-1.0,-1,7.0,2
3514,FCEQN-8700,1,1.0,25,S,0.0,A,1.0,NC,1.0,3,4.0,0
3515,FCEQN-8701,1,1.0,23,S,0.0,A,1.0,NC,2.0,1,7.0,2
3516,FCEQN-8702,2,1.0,22,S,1.0,A,1.0,NC,-1.0,-1,-1.0,2
3517,FCEQN-8703,2,1.0,22,N,0.0,A,1.0,NC,2.0,1,7.0,23
3518,FCEQN-8704,2,1.0,23,N,2.0,P,1.0,NC,-1.0,-1,7.0,2
3519,FCEQN-8705,1,1.0,22,N,2.0,P,1.0,NC,1.0,-1,7.0,7
3520,FCEQN-8706,2,1.0,26,N,1.0,A,1.0,NC,1.0,3,2.0,4
3521,FCEQN-8707,2,1.0,22,S,2.0,P,1.0,NC,1.0,-1,7.0,3
3522,FCEQN-8708,2,1.0,22,N,0.0,A,1.0,NC,1.0,1,3.0,4
3523,FCEQN-8709,1,1.0,25,S,2.0,A,1.0,NC,1.0,1,5.0,1
3524,FCEQN-8711,1,1.0,26,S,1.0,A,1.0,NC,-1.0,1,5.0,0
3525,FCEQN-8712,1,1.0,26,S,1.0,A,1.0,NC,-1.0,3,2.0,0
3526,FCEQN-8710,2,1.0,23,N,1.0,A,1.0,NC,-1.0,-1,-1.0,2
3527,FCEQN-8713,1,1.0,33,N,1.0,P,1.0,NC,-1.0,-1,-1.0,2
3528,FCEQN-8714,1,1.0,24,S,1.0,A,1.0,NC,2.0,3,3.0,1
3529,FCEQN-8715,2,1.0,23,N,2.0,P,1.0,NC,1.0,1,4.0,3
3530,FCEQN-8717,2,1.0,22,S,1.0,A,1.0,NC,1.0,-1,7.0,3
3531,FCEQN-8718,2,1.0,22,S,2.0,P,1.0,NC,1.0,4,2.0,0
3532,FCEQN-8719,2,1.0,23,N,1.0,P,1.0,NC,2.0,3,5.0,4
3533,FCEQN-8720,1,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
3534,FCEQN-8723,2,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,-1.0,4
3535,FCEQN-8724,2,1.0,23,S,2.0,A,1.0,NC,1.0,1,6.0,1
3536,FCEQN-8725,1,1.0,24,S,2.0,A,1.0,NC,-1.0,-1,-1.0,2
3537,FCEQN-8729,2,1.0,23,N,2.0,P,1.0,NC,-1.0,3,5.0,3
3538,FCEQN-8731,2,1.0,33,N,1.0,P,1.0,NC,2.0,-1,7.0,0
3539,FCEQN-8732,2,1.0,24,N,2.0,A,1.0,NC,2.0,3,4.0,2
3540,FCEQN-8231,2,1.0,26,N,1.0,P,1.0,NC,1.0,3,7.0,3
3541,FCEQN-8733,2,1.0,22,N,1.0,P,1.0,NC,-1.0,3,7.0,1
3542,FCEQN-6319,1,2.0,29,S,0.0,P,1.0,NC,-1.0,-1,7.0,4
3543,FCEQN-8734,2,1.0,22,N,1.0,P,1.0,NC,-1.0,-1,7.0,3
3544,FCEQN-8735,1,1.0,22,S,2.0,A,1.0,NC,1.0,-1,7.0,3
3545,FCEQN-8225,2,1.0,24,S,2.0,A,1.0,NC,-1.0,-1,7.0,3
3546,FCEQN-8222,2,1.0,22,N,0.0,P,1.0,NC,-1.0,-1,7.0,3
3547,FCEQN-8736,1,1.0,22,S,2.0,P,1.0,NC,1.0,3,4.0,1
3548,FCEQN-8737,2,1.0,23,S,2.0,A,1.0,NC,1.0,3,5.0,1
3549,FCEQN-8739,1,1.0,26,N,2.0,P,1.0,NC,-1.0,-1,7.0,1
3550,FCEQN-8740,2,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,7.0,1
3551,FCEQN-8741,2,1.0,23,N,1.0,A,1.0,NC,-1.0,-1,7.0,3
3552,FCEQN-8742,1,1.0,22,S,0.0,A,1.0,NC,-1.0,3,5.0,3
3553,FCEQN-8743,2,1.0,33,N,0.0,A,1.0,NC,1.0,-1,7.0,5
3554,FCEQN-8744,1,1.0,25,S,2.0,A,1.0,NC,-1.0,-1,-1.0,2
3555,FCEQN-8746,1,1.0,22,S,2.0,P,1.0,NC,-1.0,-1,-1.0,0
3556,FCEQN-8749,1,1.0,25,N,0.0,P,1.0,NC,1.0,-1,7.0,2
3557,FCEQN-8751,2,1.0,23,N,2.0,P,1.0,NC,-1.0,-1,-1.0,4
3558,FCEQN-8752,2,1.0,22,S,2.0,A,1.0,NC,2.0,3,4.0,1
3559,FCEQN-8395,1,1.0,23,S,1.0,A,1.0,NC,1.0,1,7.0,3
3560,FCEQN-8393,1,1.0,22,N,1.0,A,1.0,NC,2.0,1,5.0,4
3561,FCEQN-6891,2,1.0,25,N,1.0,P,1.0,NC,-1.0,1,5.0,2
3562,FCEQN-8390,2,1.0,22,S,1.0,P,1.0,NC,-1.0,-1,7.0,2
3563,FCEQN-8754,1,1.0,22,S,1.0,P,1.0,NC,1.0,3,5.0,0
3564,FCEQN-8756,2,1.0,23,S,0.0,A,1.0,NC,-1.0,-1,-1.0,3
3565,FCEQN-8757,2,1.0,23,S,2.0,A,1.0,NC,1.0,1,6.0,9
3566,FCEQN-8300,2,1.0,23,N,2.0,P,1.0,NC,3.0,1,5.0,4
